Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42639,,
Mouse ID,11751,,
Disposition,"Shaking body, but still alert and very mobile; ulcerated tumor located on top of head",,
Sex,Female,,
Strain,All alleles,,
BD,42600,,
Sac Date,42639,,
Age at Sac,39,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42601,,
Virus 1,RCAS myrAkt 2PL/1KR,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42639,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, spleen, kidneys, primary tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumore was ulcerated and had some dark spots.,,
,"Skull intact, H&L looked okay.",,
