Mouse Necropsy information sheet,...2,...3,...4
Initials,DY,,
Today's Date,42914,,
Mouse ID,15621,,
Disposition,lethargic,,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Pten f/f,,
BD,42889,,
Sac Date,42914,,
Age at Sac,25,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42892,,
Virus 1,LV: CRISPR-NF1,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42909,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Pten f/f ; Ink f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"hydrocephlus, hematoma",,
,,,
