Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43192,,
Mouse ID,17897,,
Disposition,Sac'd due to tumor size; T1 - behind L scapula,,
Sex,Female,,
Strain,All Alleles,,
BD,43135,,
Sac Date,43192,,
Age at Sac,57,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43136,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43175,,
Dox Tx?,No,,
Duration of Dox Tx,None - tumor did not reach 1000 mm^3,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None noted,,
Additional comments,Sac'd due to tumor size; T1 - behind L scapula,,
,Brain and skull were in tact.,,
,Enlarged speen,,
,3 cryos and 1 cell line attempted,,
