Mouse Necropsy information sheet,...2,...3,...4
Initials,"RF, WM, KC",,
Today's Date,43983,,
Mouse ID,24556,,
Disposition,,,
Disposition,,,
Disposition,Reason for sac: End point,,
Disposition,,,
Treatment,,,
Sex,Female,`,
Strain,DCT-TVA; Braf CA/CA; Tyr/+,,
BD,44066,,
Sac Date,44348,,
Age at Sac,282,,
Injection Date,44069,,
Virus 1,RCAS Cre,,
Virus 2,RCAS HA-PIK3CA-H1047R,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf CA/CA; Tyr/+,,
Tissue collected,"B, L",,
Zinc fixed?,No,,
Formalin fixed?,"B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,Skull intact,,
,All organs appeared normal,,
