Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42605,,
Mouse ID,10996,,
Disposition,"Normal Disposition; T1- L side, T2- R scapula",,
Sex,Female,,
Strain,All Alleles,,
BD,42546,,
Sac Date,42604,,
Age at Sac,58,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42548,,
Virus 1,RCAS HA-Akt2 E17K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42593,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca/ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Normal Disposition; T1- L side, T2- R scapula",,
,Skull intact,,
,Lungs had small nodules and two random mets were found on spine,,
,Other organs appeared normal,,
,2 cryogenics &  1 cell line attempted per tumor,,
