Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42788,,
Mouse ID,13710,,
Disposition,"Sac'd due to labored breathing, tumor size; T1-left ear; T2-right ear (cystic)",,
Sex,M,,
Strain,All Alleles,,
BD,42743,,
Sac Date,42787,,
Age at Sac,44,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42591,,
Virus 1,RCAS HA-Akt2 E40K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Sac'd due to labored breathing, tumor size; T1-left ear; T2-right ear (cystic)",,
,Skull intact,,
,Large nodule found on lungs; retained with lungs.,,
,All other organs appeared normal.,,
,"2 cryogenics attempted per tumor, 1 cell line attempted per tumor",,
