Mouse Necropsy information sheet,...2,...3,...4
Initials,ZL,,
Today's Date,44270,,
Mouse ID,25822,,
Disposition,T1: Right shoulder/head,,
Disposition,Reason for sac: Tumor Size,,
Disposition,,,
Disposition,,,
Treatment,,,
Sex,Male,`,
Strain,All Alleles,,
BD,44197,,
Sac Date,44267,(filled out necropsy file on 15th),
Age at Sac,70,,
Injection Date,44199,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Drug treatment,BRAFi + MEKi,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,"Skull intact, brain normal.",,
,All organs appeared normal,,
,"T1 sample taken for cell line, cryogenic sample",,
,Blood taken,,
