Mouse Necropsy information sheet,...2,...3,...4
Initials,ZL,,
Today's Date,44246,,
Mouse ID,25643-01,,
Disposition,T1: Right shoulder/under ear,,
Disposition,Reason for sac: Tumor size,,
Disposition,,,
Disposition,,,
Treatment,BRAFi + MEKi + FAKi,,
Sex,Male,`,
Strain,All Alleles,,
BD,44177,,
Sac Date,44246,,
Age at Sac,69,,
Injection Date,44179,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Drug treatment,,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,"Skull intact, brain normal.",,
,All organs appeared normal,,
,T1: 1 cryogenic samples,,
,Blood taken,,
,Cell Line Started,,
