Mouse Necropsy information sheet,...2,...3,...4
Initials,ZL,,
Today's Date,44244,,
Mouse ID,25754,,
Disposition,"T1: Middle of neck, deep around spinal cord",,
Disposition,Reason for sac: paralyzed,,
Disposition,,,
Disposition,,,
Treatment,BRAFi + MEKi + FAKi,,
Sex,Male,`,
Strain,All Alleles,,
BD,44192,,
Sac Date,44244,,
Age at Sac,52,,
Injection Date,44193,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Drug treatment,,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,"Skull intact, brain normal.",,
,All organs appeared normal,,
,T1: 1 cryogenic samples,,
,Blood taken,,
