Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42775,,
Mouse ID,13552,,
Disposition,"Lethargic and slightly hunched. No primary visible upon initial inspection, but one was found between shoulders during necropsy.",,
Sex,Male,,
Strain,All alleles,,
BD,42736,,
Sac Date,42775,,
Age at Sac,39,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42738,,
Virus 1,RCAS myr-FLAG Akt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,Found on necropsy,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor found on necropsy.,,
,Skull was very soft and before being opened there appeared to be a lot of blood in the brain.,,
,Brain was also soft and didn't come out cleanly (small piece got left in skull),,
,No cell line or tumor chunks frozen,,
,One large yellow/white nodule on one of the lungs and some smaller black nodules dispersed across lungs.,,
