Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42996,,
Mouse ID,16151,,
Disposition,"Normal disposition; sac'd due to ulcerated tumor. T1 -middle back, ulcerated; T2- right lower back",,
Sex,Female,,
Strain,All Alleles,,
BD,42930,,
Sac Date,42996,,
Age at Sac,66,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42893,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42989,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,N/A,,
Additional comments,"Normal disposition; sac'd due to ulcerated tumor. T1 -middle back, ulcerated; T2- right lower back",,
,Brain and skull were in tact.,,
,Organs appeared normal,,
,T1-  1 cell line; Both tumors too small for cryos,,
