Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43477,,
Mouse ID,19140,,
Disposition,T1 vanished on treatment -- no detectable tumor @ time of necropsy,,
Disposition,Sac'd due to illness -- extreme constipation,,
Disposition,,,
Treatment,FAKi + BRAFi + MEKi,,
Sex,Female,,
Strain,All Alleles,,
BD,43401,,
Sac Date,43477,,
Age at Sac,76,,
Injection Date,43401,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Not at time of necropsy,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None detectable,,
Additional comments,Skull intact,,
,"FFPE for brain, lungs",,
,All organs appeared normal w/exception of intestines -- massive constipation/blockage,,
