Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42660,,
Mouse ID,11397,,
Disposition,"Normal dispostion, sac'd due to ulcerated tumor; T1- neck; T2- nape of neck; T3- R flank, ulcerated",,
Sex,Female,,
Strain,Braf het,,
BD,42571,,
Sac Date,42660,,
Age at Sac,89,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42573,,
Virus 1,RCAN HA-Akt1 E17K,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Normal dispostion, sac'd due to ulcerated tumor; T1- neck; T2- nape of neck; T3- R flank, ulcerated",,
,Skull intact,,
,Organs looked normal--except lungs had nodules present,,
,T1- 1 cryo & 1 cell line; T2 & T3- 1 cell line each,,
