Mouse Necropsy information sheet,...2,...3,...4
Initials,aw,,
Today's Date,42669,,
Mouse ID,11971,,
Disposition,found dead,,
Sex,Male,,
Strain,Nestin-TVA; Pten f/f,,
BD,42616,,
Sac Date,42667,,
Age at Sac,51,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,,,
Virus 1,PDGFA,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,found dead,,
,,,
