Mouse Necropsy information sheet,...2,...3,...4
Initials,ZL,,
Today's Date,44235,,
Mouse ID,25588,,
Disposition,Upper R shoulder and head,,
Disposition,Reason for sac: tumor size,,
Disposition,,,
Disposition,,,
Treatment,FAKi,,
Sex,Male,`,
Strain,All Alleles,,
BD,44172,,
Sac Date,44235,,
Age at Sac,63,,
Injection Date,44174,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Drug treatment,,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,Brain a little damaged when removing tumor from skull.,,
,All organs appeared normal,,
,"T1: Sample frozen, cell line made",,
,Blood taken and serum frozen,,
