Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42529,,
Mouse ID,10184,,
Disposition,"T1- Nape of neck, T2- R-scapula; lethargic / rear-R leg partially paralyzed",,
Sex,Male,,
Strain,All Alleles,,
BD,42481,,
Sac Date,42529,,
Age at Sac,48,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42481,,
Virus 1,RCAS HA-Akt1 E40K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"T1- Nape of neck, T2- R-scapula; lethargic / rear-R leg partially paralyzed",,
,Skull intact,,
,All organs appeared normal,,
,"2 cryogenics, 1 cell line attempted per tumor",,
