Mouse Necropsy information sheet,...2,...3,...4
Initials,KB,,
Today's Date,42785,,
Mouse ID,13964,,
Disposition,"Small, not growing as littermates",,
Sex,M,,
Strain,N-TVA; Ink4a f/f; Pten f/f,,
BD,42763,,
Sac Date,42781,,
Age at Sac,18,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42765,,
Virus 1,RCAS Cre,,
Virus 2,RCAS HBEGF,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42781,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Unknown,,
Tissue collected,brain,,
4% PFA transcardial perfusion,"No, brain drop fixed",,
Formalin fixed?,,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
