Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43126,,
Mouse ID,17294,,
Disposition,"Normal disposition; initially unsure if tumor existed on spin so we did not take tumor measurements. Did necropsy and found it was a tumor that was around the spine, but not in the skin.",,
Sex,Female,,
Strain,All Alleles,,
BD,43057,,
Sac Date,43126,,
Age at Sac,69,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43059,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,not reported,,
Dox Tx?,Yes,,
Duration of Dox Tx,0,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,didn't note,,
Additional comments,"Normal disposition; initially unsure if tumor existed on spin so we did not take tumor measurements. Did necropsy and found it was a tumor that was around the spine, but not in the skin.",,
,Brain and skull were in tact.,,
,didn't note,,
,No cryos and no cells,,
