Mouse Necropsy information sheet,...2,...3,...4
Initials,DY,,
Today's Date,43675,,
Mouse ID,20583,,
Disposition,FD,,
Sex,Female,,
Strain,Nestin-TVA; Ink4a f/f; Pten f/f,,
BD,43642,,
Sac Date,43675,,
Age at Sac,33,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,43644,,
Virus 1,Rcas-proHBEGF,,
Virus 2,Rcas-CRE,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43673,,
Dox Tx?,NA,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
Zinc fixed?,No,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
,,,
Additional comments,"Hydrocephaly in the brain; MRI scanned on 7/27: abnormal T2, no obvious enhancement on T1; mice injected for collaboration with NYU/Osama",,
