Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42846,,
Mouse ID,14825,,
Disposition,Tumor on right flank-- beginning to ulcerate.  2054 cells injected subcutaneously.,,
Sex,Female,,
Strain,DCT-TVA,,
BD,42822,,
Sac Date,42846,,
Age at Sac,24,,
RCAS injection?,No,,
Injection route,Right flank,,
Injection Date,42823,,
Virus 1,2054,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42838,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA,,
Tissue collected,"liver, kidneys, spleen, heart, brain, lungs, primary tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Skull intact.  Sac'd due to tumor beginning to ulcerate.,,
,,,
