Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43262,,
Mouse ID,17817,,
Disposition,FD,,
Sex,Male,,
Strain,All Alleles,,
BD,43129,,
Sac Date,43262,,
Age at Sac,133,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43129,,
Virus 1,RCAS Myr-HA-Akt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumor, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None,,
Additional comments,FD,,
,Skull intact,,
,"All organs appeared normal but brain was difficult to remove, squishy & was slighly damaged during removal",,
,Mouse had rigor mortis but lungs appeared to have suffered minimal necrosis (no observed nodules),,
,"T1, B/L formalin fixed",,
,2 cryogenics for T1,,
