Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43455,,
Mouse ID,19014,,
Disposition,Mouse was ill / lethargic,,
Disposition,T1 -- nape of neck (small),,
Disposition,T2 -- upper back (small),,
Treatment,FAKi + BRAFi + MEKi,,
Sex,Female,,
Strain,All Alleles,,
BD,43366,,
Sac Date,43455,,
Age at Sac,89,,
Injection Date,43367,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs,, T1, T2",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1, T2",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
Additional comments,"FFPE for B, L, T1, T2",,
Additional comments,1 Cryogenic for T1 and T2,,
Additional comments,No cell lines attempted (very little tissue for both tumors),,
