Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42842,,
Mouse ID,14035,,
Disposition,Difficulty breathing; rapid respiration,,
Sex,Female,,
Strain,All alleles,,
BD,42768,,
Sac Date,42842,,
Age at Sac,74,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42769,,
Virus 1,RCAS myrFLAG AKT 1PL/2KR,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,42790,,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Primary tumor was wrapped around from left to right side of face--resembled a lion's mane of tumor,,
,"Tumor was slightly filled with blood, but the other half was solid",,
,Skull was still in tact. Brain looked in tact and healthy.,,
,Heart and lungs were adhesed to visible white nodes in the chest cavity,,
,1 cryogenic tube of tumor tissue was frozen down.,,
