Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42862,,
Mouse ID,14434,,
Disposition,Normal disposition; sac'd due to tumor size; T1--between ears,,
Sex,Female,,
Strain,All Alleles,,
BD,42798,,
Sac Date,42862,,
Age at Sac,64,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42796,,
Virus 1,HA-Akt3 Q79K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42830,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal disposition; sac'd due to tumor size; T1--between ears,,
,Brain and skull in tact.,,
,All organs appeared normal.,,
,3 cryogenics and 1 cell line attempted,,
