Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,43096,,
Mouse ID,17170,,
Disposition,Normal disposition; sac'd due to tumor size; T1- Between scapulae; T2- under R arm,,
Sex,Male,,
Strain,All Alleles,,
BD,43041,,
Sac Date,43096,,
Age at Sac,55,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43042,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,43075,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,yes,,
Additional comments,Normal disposition; sac'd due to tumor size; T1- Between scapulae; T2- under R arm,,
,Brain and skull were in tact.,,
,Other organs appeared normal,,
,2 cryos and 1 cell line attempted per tumor,,
