Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43411,,
Mouse ID,18940,,
Disposition,"Sac -- T1 (R-flank); sac'd due to tumor size, normal behavior",,
Sex,Female,,
Strain,Dct-TVA,,
BD,43352,,
Sac Date,43411,,
Age at Sac,59,,
Cell line injected,2054 (1x10^6 cells),,
Injection route,R-flank,,
Injection Date,43357,,
Virus 1,,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,DCT-TVA,,
Tissue collected,"Tumor, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,"Sac -- T1 (R-flank); sac'd due to tumor size, normal behavior",,
,Skull was intact,,
,All organs appeared normal,,
,2 cryos for T1,,
