Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43172,,
Mouse ID,17129,,
Disposition,Experimental Endpoint,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43039,,
Sac Date,43172,,
Age at Sac,133,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43041,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,N/A,,
Dox Tx?,Vehicle,,
Duration of Dox Tx,21 days,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Experimental endpoint, brain appeared normal.",,
,,,
