Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43161,,
Mouse ID,17857,,
Disposition,"Hunched, poor health",,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43132,,
Sac Date,43161,,
Age at Sac,29,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,43133,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,43146,,
Dox Tx?,Vehicle,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
Zinc fixed?,No,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
,,,
Additional comments,Brain highly necrotic and hydrocephalitic.,,
