Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42712,,
Mouse ID,12445,,
Disposition,T1--right ear; T2--between ears; T3--left ear; normal disposition,,
Sex,Male,,
Strain,All Alleles,,
BD,42654,,
Sac Date,42712,,
Age at Sac,58,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42656,,
Virus 1,HA-Akt3 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,T1--right ear; T2--between ears; T3--left ear; normal disposition,,
,Skull intact,,
,Several large lung nodules - kept attached to lungs for histology.,,
,All other organs appeared normal.,,
,"T1- 2 cryogenics, 1 cell line attempted; T2 - 1 cryogenic, 1 cell line attempted; T3 - 1 cryogenic, no cell lines attempted",,
