Mouse Necropsy information sheet,...2,...3,...4
Initials,CF,,
Today's Date,42912,,
Mouse ID,15416,,
Disposition,FD,,
Sex,male,,
Strain,Nestin-TVA;Ink4a f/+,,
BD,42869,,
Sac Date,42912,,
Age at Sac,43,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42871,,
Virus 1,IHDR132H,,
Virus 2,Cre,,
Virus 3,PDGFA,,
Virus 4,,,
Evidence of tumor?,Not previously marked for tumor/possible tumor,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;Ink4a f/+,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
