Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42752,,
Mouse ID,13121,,
Disposition,Sac'd due to tumor size--T1-between ears,,
Sex,Female,,
Strain,All alleles,,
BD,42708,,
Sac Date,42752,,
Age at Sac,44,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42708,,
Virus 1,RCAS HA-Akt1 E40K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sac'd due to tumor size--T1-between ears,,
,Skull and brain intact,,
,All organs appeared normal.,,
,3 cryogenics and one cell line attempted.,,
