Mouse Necropsy information sheet,...2,...3,...4
Initials,aw,,
Today's Date,42713,,
Mouse ID,10841,,
Disposition,normal,,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/flox  (injected),,
BD,42535,,
Sac Date,42688,,
Age at Sac,153,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42537,,
Virus 1,PDGFA,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
