Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42702,,
Mouse ID,12463,,
Disposition,T1- L-ear; sick/lethargic (reason for sac),,
Sex,Female,,
Strain,All alleles,,
BD,42659,,
Sac Date,42702,,
Age at Sac,43,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42662,,
Virus 1,RCAS HA-Akt2 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3 merged into 1),,
Date Tumor reported,42692,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,T1- L-ear; sick/lethargic (reason for sac),,
,Skull was not intact- tumor invasion into brain,,
,Other organs appeared normal,,
,"2 Cryos, 1 cell line attempted",,
