Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,42965,,
Mouse ID,15649,,
Disposition,Sac'd due to tumor size; T1 - behind right ear and on near right scapula; T2 - under neck,,
Sex,Female,,
Strain,All Alleles,,
BD,42891,,
Sac Date,42965,,
Age at Sac,74,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42893,,
Virus 1,HA-Akt1 E17K (K179M),,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42947,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None,,
Additional comments,Sac'd due to tumor size; T1 - behind right ear and on near right scapula; T2 - under neck,,
,,,
,Brain and skull were in tact.,,
,Spleen appeared a tiny bit enlarged,,
,T1 - 2 cryogenics and 1 cell line; T2 - 1 cryos and 1 cell line,,
,T2 not found until sac date due to location - difficult to visualize on mouse.,,
