Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42773,,
Mouse ID,12359,,
Disposition,"Sickly/lethargic diposition. Shedding hair, mangled looking skin. Had wart on back of head. Small tumor found on shoulder upon necropsy.",,
Sex,Male,,
Strain,Ink WT,,
BD,42645,,
Sac Date,42773,,
Age at Sac,128,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42646,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42754,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Nodules on lungs,,
,"No chunks frozen, cell line attempted.",,
,"Suspecte d tumor was a wart. Tumor found on right shoulder, though.",,
,Possible blood in brain.,,
