Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42738,,
Mouse ID,12925,,
Disposition,"Lethargic disposition, labored breathing; T1- L ear, very small",,
Sex,Female,,
Strain,All alleles,,
BD,42691,,
Sac Date,42738,,
Age at Sac,47,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42692,,
Virus 1,RCAS HA-Akt3 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Lethargic disposition, labored breathing; T1- L ear, very small",,
,Skull was intact,,
,Lungs had small nodes present as well as one large mass,,
,Other organs appeared normal,,
,No cryogenics; 1 cell line attempted,,
