Mouse Necropsy information sheet,...2,...3,...4
Initials,CF,,
Today's Date,42850,,
Mouse ID,12838,,
Disposition,normal,,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/flox; Pten f/f,,
BD,42685,,
Sac Date,42842,,
Age at Sac,157,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42690,,
Virus 1,IDHWT,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX f/f; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,endpoint,,
,,,
