Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42956,,
Mouse ID,14191,,
Disposition,Large tumor on back of neck/shoulders. Fairly active and appeared fine apart from tumor burden.,,
Sex,Female,,
Strain,Ink WT,,
BD,42781,,
Sac Date,42956,,
Age at Sac,175,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42782,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42916,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Skull intact.,,
,H&L healthy,,
,2 cryovials frozen and cell line attempted,,
