Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42521,,
Mouse ID,10141,,
Disposition,normal disposition; T1--right jaw; T2--right scapula; T3--between scapulas,,
Sex,Male,,
Strain,All Alleles,,
BD,42473,,
Sac Date,42521,,
Age at Sac,48,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42474,,
Virus 1,HA-Akt1 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,42516,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,normal disposition; T1--right jaw; T2--right scapula; T3--between scapulas,,
,Small lungs mets seen on lungs; retained with heart and lungs.,,
,All other organs appeared normal.,,
,3 cryogenics attempted for tumor 1; 1 cryogenic attempted for tumors 2 and 3; 1 cell line attempted per tumor,,
