Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42830,,
Mouse ID,14032,,
Disposition,"Fairly normal disposition, but ulcerated tumor",,
Sex,Female,,
Strain,All alleles,,
BD,42768,,
Sac Date,42830,,
Age at Sac,62,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42769,,
Virus 1,RCAS myrFLAG AKT 1PL/2KR,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,42790,,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumors",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor was ulcerated near the right side of the head.,,
,Skull was in tact.,,
,Heart and lungs looked healthy upon visual inspection,,
,1 cryogenic tube of tumor tissue was frozen down.,,
