Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42857,,
Mouse ID,14140,,
Disposition,"Small ulcerating tumor on head, otherwise healthy and active in cage.",,
Sex,Female,,
Strain,All alleles,,
BD,42775,,
Sac Date,42857,,
Age at Sac,82,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42778,,
Virus 1,RCAS HA mYb1 wt,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42845,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Ulcerating tumor on top of head.,,
,Skull was intact.,,
,Nodules on lungs.,,
,No tumor chunks frozen or cell line attempted.,,
