Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42652,,
Mouse ID,10521,,
Disposition,,,
Sex,male,,
Strain,Nestin-TVA;ink4a f/f,,
BD,42514,,
Sac Date,42626,,
Age at Sac,112,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42508,,
Virus 1,TRE3-BRAF,,
Virus 2,tetoff,,
Virus 3,cre,,
Virus 4,,,
Evidence of tumor?,,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
