Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43493,,
Mouse ID,19341,,
Disposition,T1 -- Nape of neck,,
Disposition,T2 -- L-scapula,,
Disposition,T3 -- R-scapula,,
Disposition,Sac'd due to tumor size,,
Treatment,FAKi alone,,
Sex,Male,,
Strain,All Alleles,,
BD,43440,,
Sac Date,43493,,
Age at Sac,53,,
Injection Date,43425,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1, T2, T3",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1, T2, T3",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None,,
Additional comments,Skull intact,,
,"FFPE for brain, lungs, T1, T2, T3",,
,All organs appeared normal,,
,"1 Cryo and 1 cell line for T1, T2, T3",,
