Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42865,,
Mouse ID,12075,,
Disposition,"Healthy/active in cage, believed to have had tumor at one point-- not actually a tumor. End point.",,
Sex,Male,,
Strain,Ink wt; Pten wt,,
BD,42650,,
Sac Date,42865,,
Age at Sac,215,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42650,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"Brain, heart, lungs, spleen, kidneys, liver",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,End point for this mouse,,
,Some small nodules on lungs,,
,Skull intact,,
,No tumor present.,,
