Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42713,,
Mouse ID,12469,,
Disposition,T1- between scapulas; sac'd due to paralyzed rear legs,,
Sex,Male,,
Strain,All Alleles,,
BD,42659,,
Sac Date,42713,,
Age at Sac,54,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42662,,
Virus 1,HA-Akt2 Q79K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,T1- between scapulas; sac'd due to paralyzed rear legs,,
,Tumor invasion through skull (L-posterior end of brain affected),,
,All other organs appeared normal,,
,"T1- 2 cyrogenics, 1 cell line attempted",,
