Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42594,,
Mouse ID,11191,,
Disposition,"T1- huge, all of upper back; normal/active dispostion",,
Sex,Female,,
Strain,All Alleles,,
BD,42555,,
Sac Date,42594,,
Age at Sac,39,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42540,,
Virus 1,RCAS HA-Akt3 E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, spleen, liver, kidneys, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"T1- huge, all of upper back; normal/active dispostion",,
,Skull intact,,
,All organs appeared normal,,
,"T1- 3 cryogenics, 1 cell line attempted",,
