Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,42846,,
Mouse ID,14243,,
Disposition,"Uclerating tumor near right ear, large tumor on left neck.  Mouse was healthy and active otherwise.",,
Sex,Male,,
Strain,All Alleles,,
BD,42784,,
Sac Date,42846,,
Age at Sac,62,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42785,,
Virus 1,Cre,,
Virus 2,HA-Yb1-S100D,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42835,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Ink/arf f/f; Pten f/f; BRAF CA,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,H&L healthy,,
,Skull intact,,
,2 tumor chunks taken for preservation.,,
,Cell line attempted,,
