Mouse Necropsy information sheet,...2,...3,...4
Initials,DS,,
Today's Date,43182,,
Mouse ID,18127,,
Disposition,Poor Health,,
Sex,Male,,
Strain,Nestin-TVA; Ink4a f/f; Pten f/f,,
BD,43162,,
Sac Date,43182,,
Age at Sac,20,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,43164,,
Virus 1,HBEGF,,
Virus 2,ICAM,,
Virus 3,IRES-Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Treated?,NO,,
Duration of Dox,NA,,
Genotype,Nestin-TVA; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Poor health,,
,,,
