Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43519,,
Mouse ID,19287,,
Disposition,Sac'd due to illness,,
Disposition,"T1 -- top of head? Tiny & unknown if tumor, review histology",,
Disposition,,,
Disposition,,,
Treatment,AKTi only,,
Sex,Male,,
Strain,All Alleles,,
BD,43430,,
Sac Date,43519,,
Age at Sac,89,,
Injection Date,43767,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1).. Developed tumor at one point but may have vanished on treatment,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1 (tissue at top of scalp -- possible tumor, tiny mass)",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1 (tissue at top of scalp -- possible tumor, tiny mass)",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,"FFPE for B/L, T1",,
,No tissue available for cryo or cell line,,
,All organs appeared normal,,
