Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43283,,
Mouse ID,18589,,
Disposition,Sac'd due to tumor size,,
Sex,Female,,
Strain,DCT-TVA,,
BD,43244,,
Sac Date,43283,,
Age at Sac,39,,
RCAS injection?,No,,
Injection route,Right-flank,,
Injection Date,43245,,
Virus 1,2054 PF7 (cell line): 1 x 10^6,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,DCT-TVA,,
Tissue collected,"Tumor, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Possible lung nodules -- small,,
Additional comments,Sac'd due to tumor size,,
,All organs besides lungs appeared normal,,
,Skull intact,,
,2 cryogenics for T1,,
