Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43143,,
Mouse ID,16787,,
Disposition,Experimental Endpoint,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Pten f/f,,
BD,42990,,
Sac Date,43143,,
Age at Sac,153,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,42992,,
Virus 1,P53R273C,,
Virus 2,Cre,,
Virus 3,PDGFA,,
Virus 4,RCAS(X),,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Treated?,No,,
Duration of Dox,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Pten f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Brain Appeared Normal,,
,,,
