Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42678,,
Mouse ID,12261,,
Disposition,found dead,,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42638,,
Sac Date,42668,,
Age at Sac,30,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42639,,
Virus 1,TRE3-BRAF and TetOff,,
Virus 2,cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
