Mouse Necropsy information sheet,...2,...3,...4
Initials,MV,,
Today's Date,43780,,
Mouse ID,21209,,
Disposition,"T1 - Nape of neck, T2 - Right shoulder",,
Disposition,Sac'd due to tumor volume,,
,,,
Disposition,,,
Treatment,,,
Sex,Male,,
Strain,All Alleles x PGC1a,,
BD,43717,,
Sac Date,43780,,
Age at Sac,63,,
Injection Date,43724,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles x PGC1a,,
Tissue collected,"Brain, lungs, T1, T2",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1, T2",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None visible,,
Additional comments,Skull intact,,
,All organs appeared normal,,
