Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,42877,,
Mouse ID,15006,,
Disposition,"Labored breathing, hunched, lethargic.",,
Sex,Male,,
Strain,All alleles,,
BD,42841,,
Sac Date,42877,,
Age at Sac,36,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42832,,
Virus 1,RCAS HA mTG2,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42874,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumors",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Had very large tumor on right ear, nearly uclerated.  Skull was intact, lungs had multiple very large tumors on them (not the popcorn lung phenotype).",,
,"Two tumor chunks frozen, no cell line attempted",,
