Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42913,,
Mouse ID,15231,,
Disposition,lethargic,,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/flox; Pten f/f,,
BD,42857,,
Sac Date,42913,,
Age at Sac,56,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42857,,
Virus 1,IDHR132H,,
Virus 2,RCAS V5P53273C,,
Virus 3,Cre,,
Virus 4,PDGFA,,
Evidence of tumor?,yes,,
Date Tumor reported,42912,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
