Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42534,,
Mouse ID,10226,,
Disposition,T1 - right ear; T2 - posterior to left eye; T3 - left scapula; behavior - slow/lethargic,,
Sex,Male,,
Strain,All Alleles,,
BD,42484,,
Sac Date,42534,,
Age at Sac,50,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42485,,
Virus 1,HA-Akt3 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,42527,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, liver, spleen, kidneys, tumor, Lmet",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,T1 - right ear; T2 - posterior to left eye; T3 - left scapula; behavior - slow/lethargic,,
,Several very small nodules found on lungs,,
,All other organs appeared normal,,
,Skull intact,,
,3 cryogenics attempted for tumors 1 and 2; 1 cryogenic attempted for tumor 3; 1 cell line attempted for each tumor,,
