Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42731,,
Mouse ID,12786,,
Disposition,found dead,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42681,,
Sac Date,42731,,
Age at Sac,50,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42683,,
Virus 1,LV:NF1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42706,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Found Dead,,
,No necropsy able to be performed as mouse was too far decomposed. Likely dead 1-2 days prior.,,
