Mouse Necropsy information sheet,...2,...3,...4
Initials,aw,,
Today's Date,42710,,
Mouse ID,11055,,
Disposition,normal,,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42549,,
Sac Date,42702,,
Age at Sac,153,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,,,
Virus 1,PDGFA,,
Virus 2,IDHR1WT,,
Virus 3,CRE,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
