Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42513,,
Mouse ID,10193,,
Disposition,Found dead- unable to definitively locate primary tumor (possible T tissue on scapulas- retained & formalin fixed),,
Sex,Female,,
Strain,All Alleles,,
BD,42482,,
Sac Date,42513,,
Age at Sac,31,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42482,,
Virus 1,HA-Akt3 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No primary found but many lung nodules,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, tumor (possible)",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Found dead- unable to locate primary tumor (possible T tissue on scapulas- retained & formalin fixed),,
,Skull intact,,
,Brain was mushy but intact,,
,All major organs of torso suffered major necrosis except lungs (decent cond),,
,"Numerous lung nodules found on lung tissue, lungs retained but not liver, spleen, kidneys",,
,"No cryogenics, 1 cell line attempted for ""possible"" primary tumor",,
