Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42895,,
Mouse ID,15234,,
Disposition,hunched shivering,,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/flox; Pten f/f,,
BD,42857,,
Sac Date,42895,,
Age at Sac,38,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42720,,
Virus 1,RCAS V5P53273C,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,IDHR132H,,
Evidence of tumor?,yes,,
Date Tumor reported,42881,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,hydrocephaly,,
,,,
