Mouse Necropsy information sheet,...2,...3,...4
Initials,SS for YN,,
Today's Date,42807,,
Mouse ID,14037,,
Disposition,Large tumor on left shoulder. Otherwise healthy disposition.,,
Sex,Male,,
Strain,All alleles,,
BD,42783,,
Sac Date,42807,,
Age at Sac,24,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42769,,
Virus 1,RCAS myrFLAG AKT 1PL/2KR,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42800,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Skull intact,,
,H&L healthy,,
,Two cryovials frozen. No cell line attempted.,,
