Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43243,,
Mouse ID,18349,,
Disposition,Sac'd due to tumor size; T1 - below Right ear,,
Sex,Male,,
Strain,All Alleles,,
BD,43196,,
Sac Date,43242,,
Age at Sac,46,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43197,,
Virus 1,RCAS Myr-HA-Akt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43234,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumor, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None,,
Additional comments,Sac'd due to tumor size; T1 - below Right ear,,
,Skull intact,,
,"Light spot noticed on spleen, but was not harvested. Other organs appeared normal",,
,T1 - 3 cryos and no cell line attempted,,
