Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42606,,
Mouse ID,10818,,
Disposition,"T1- L scapula, huge; T2- below T1, small; normal behavior, a little sluggish",,
Sex,Female,,
Strain,All Alleles,,
BD,42534,,
Sac Date,42606,,
Age at Sac,72,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42537,,
Virus 1,RCAS HA-Akt2 E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, spleen, liver, kidneys, tumors",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"T1- L scapula, huge; T2- below T1, small; normal behavior, a little sluggish",,
,Skull intact,,
,All organs appeared normal except lungs had small nodules,,
,"2 cryogenics, 1 cell line attempted per tumor",,
