Mouse Necropsy information sheet,...2,...3,...4
Initials,KB,,
Today's Date,42804,,
Mouse ID,14130-10,,
Disposition,normal,,
Sex,M,,
Strain,N-TVA; pten f/f,,
BD,42774,,
Sac Date,42803,,
Age at Sac,29,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42776,,
Virus 1,RCAS Cre,,
Virus 2,RCAS HBEGF,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Ntva; Pten f/f,,
Tissue collected,brain,,
4% PFA transcardial perfusion,yes,,
Formalin fixed?,,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
